-41.69557509,-41.55895621,-41.42237649,-41.28583746,-41.14934067,-41.01288764,-40.8764799,-40.74011896,-40.60380635,-40.46754359,-40.33133219,-40.19517366,-40.0590695,-39.92302122,-39.78703031,-39.65109828,-39.5152266,-39.37941678,-39.24367029,-39.10798861,-38.97237321,-38.83682557,-38.70134715,-38.5659394,-38.4306038,-38.29534178,-38.1601548,-38.02504429,-37.89001169,-37.75505844,-37.62018596,-37.48539567,-37.35068898,-37.21606732,-37.08153207,-36.94708464,-36.81272642,-36.67845881,-36.54428317,-36.4102009,-36.27621335,-36.14232189,-36.00852787,-35.87483266,-35.74123759,-35.60774401,-35.47435324,-35.34106661,-35.20788543,-35.07481103,-34.94184471,-34.80898776,-34.67624148,-34.54360716,-34.41108606,-34.27867947,-34.14638864,-34.01421484,-33.88215931,-33.75022329,-33.61840803,-33.48671474,-33.35514465,-33.22369898,-33.09237892,-32.96118567,-32.83012043,-32.69918437,-32.56837868,-32.43770451,-32.30716304,-32.1767554,-32.04648274,-31.9163462,-31.7863469,-31.65648597,-31.52676451,-31.39718363,-31.26774443,-31.13844798,-31.00929538,-30.88028768,-30.75142596,-30.62271126,-30.49414463,-30.36572711,-30.23745972,-30.10934349,-29.98137943,-29.85356855,-29.72591183,-29.59841026,-29.47106482,-29.34387648,-29.21684621,-29.08997495,-28.96326364,-28.83671322,-28.71032462,-28.58409876,-28.45803654,-28.33213886,-28.20640662,-28.0808407,-27.95544196,-27.83021129,-27.70514953,-27.58025752,-27.45553612,-27.33098615,-27.20660843,-27.08240378,-26.95837299,-26.83451687,-26.71083619,-26.58733175,-26.4640043,-26.34085461,-26.21788342,-26.09509149,-25.97247954,-25.8500483,-25.72779848,-25.6057308,-25.48384595,-25.36214463,-25.2406275,-25.11929526,-24.99814856,-24.87718805,-24.75641438,-24.6358282,-24.51543013,-24.39522079,-24.27520079,-24.15537074,-24.03573124,-23.91628287,-23.7970262,-23.67796181,-23.55909026,-23.4404121,-23.32192788,-23.20363813,-23.08554338,-22.96764415,-22.84994095,-22.73243428,-22.61512464,-22.49801251,-22.38109836,-22.26438268,-22.14786592,-22.03154853,-21.91543096,-21.79951364,-21.68379701,-21.56828149,-21.45296748,-21.3378554,-21.22294564,-21.10823858,-20.99373462,-20.87943412,-20.76533744,-20.65144496,-20.53775701,-20.42427394,-20.31099608,-20.19792377,-20.08505731,-19.97239703,-19.85994322,-19.74769619,-19.63565622,-19.52382359,-19.41219859,-19.30078147,-19.18957249,-19.07857192,-18.96777999,-18.85719695,-18.74682302,-18.63665843,-18.5267034,-18.41695813,-18.30742284,-18.19809771,-18.08898294,-17.9800787,-17.87138518,-17.76290254
-41.68766715,-41.55072287,-41.41381803,-41.27695418,-41.14013286,-41.00335562,-40.86662399,-40.7299395,-40.59330369,-40.45671808,-40.3201842,-40.18370357,-40.04727769,-39.9109081,-39.77459629,-39.63834377,-39.50215204,-39.3660226,-39.22995695,-39.09395656,-38.95802294,-38.82215754,-38.68636186,-38.55063736,-38.41498551,-38.27940777,-38.1439056,-38.00848044,-37.87313374,-37.73786695,-37.6026815,-37.46757882,-37.33256033,-37.19762746,-37.06278162,-36.92802421,-36.79335665,-36.65878032,-36.52429661,-36.38990692,-36.25561262,-36.12141508,-35.98731566,-35.85331574,-35.71941666,-35.58561977,-35.4519264,-35.3183379,-35.18485559,-35.0514808,-34.91821483,-34.78505899,-34.65201458,-34.5190829,-34.38626523,-34.25356285,-34.12097704,-33.98850905,-33.85616015,-33.72393158,-33.59182459,-33.4598404,-33.32798026,-33.19624538,-33.06463697,-32.93315624,-32.80180438,-32.67058259,-32.53949203,-32.4085339,-32.27770935,-32.14701954,-32.01646562,-31.88604874,-31.75577002,-31.6256306,-31.49563158,-31.36577408,-31.2360592,-31.10648804,-30.97706167,-30.84778117,-30.71864761,-30.58966205,-30.46082555,-30.33213913,-30.20360384,-30.07522071,-29.94699074,-29.81891495,-29.69099434,-29.56322989,-29.4356226,-29.30817343,-29.18088335,-29.05375332,-28.92678428,-28.79997717,-28.67333292,-28.54685246,-28.4205367,-28.29438654,-28.16840288,-28.04258659,-27.91693857,-27.79145968,-27.66615078,-27.54101272,-27.41604634,-27.29125248,-27.16663195,-27.04218559,-26.91791419,-26.79381854,-26.66989945,-26.54615769,-26.42259404,-26.29920924,-26.17600407,-26.05297926,-25.93013555,-25.80747367,-25.68499433,-25.56269825,-25.44058612,-25.31865864,-25.1969165,-25.07536036,-24.95399089,-24.83280875,-24.71181459,-24.59100904,-24.47039274,-24.34996632,-24.22973037,-24.10968552,-23.98983234,-23.87017144,-23.7507034,-23.63142877,-23.51234812,-23.39346202,-23.27477099,-23.15627559,-23.03797633,-22.91987373,-22.80196831,-22.68426057,-22.56675101,-22.4494401,-22.33232833,-22.21541617,-22.09870408,-21.98219251,-21.8658819,-21.7497727,-21.63386533,-21.51816021,-21.40265775,-21.28735836,-21.17226243,-21.05737036,-20.94268252,-20.82819929,-20.71392102,-20.59984809,-20.48598083,-20.37231958,-20.25886469,-20.14561647,-20.03257525,-19.91974134,-19.80711503,-19.69469663,-19.58248642,-19.47048468,-19.35869169,-19.2471077,-19.13573299,-19.0245678,-18.91361238,-18.80286696,-18.69233177,-18.58200703,-18.47189296,-18.36198977,-18.25229765,-18.14281681,-18.03354743,-17.92448969,-17.81564376,-17.70700982
-41.67972131,-41.54245008,-41.40521858,-41.26802836,-41.13088098,-40.99377799,-40.85672094,-40.71971137,-40.58275083,-40.44584085,-40.30898297,-40.17217871,-40.03542961,-39.89873719,-39.76210297,-39.62552847,-39.48901519,-39.35256464,-39.21617833,-39.07985776,-38.94360442,-38.80741981,-38.6713054,-38.53526268,-38.39929312,-38.2633982,-38.12757938,-37.99183812,-37.85617589,-37.72059412,-37.58509427,-37.44967777,-37.31434607,-37.17910058,-37.04394274,-36.90887395,-36.77389564,-36.6390092,-36.50421604,-36.36951756,-36.23491513,-36.10041014,-35.96600397,-35.83169798,-35.69749353,-35.56339199,-35.4293947,-35.29550301,-35.16171824,-35.02804173,-34.89447481,-34.76101878,-34.62767495,-34.49444463,-34.36132911,-34.22832968,-34.09544761,-33.96268418,-33.83004065,-33.69751828,-33.56511833,-33.43284203,-33.30069061,-33.16866532,-33.03676735,-32.90499794,-32.77335827,-32.64184955,-32.51047297,-32.3792297,-32.24812092,-32.1171478,-31.98631148,-31.85561311,-31.72505385,-31.59463481,-31.46435713,-31.33422191,-31.20423026,-31.07438329,-30.94468208,-30.81512771,-30.68572126,-30.5564638,-30.42735637,-30.29840003,-30.16959581,-30.04094475,-29.91244787,-29.78410618,-29.65592068,-29.52789238,-29.40002225,-29.27231129,-29.14476044,-29.01737069,-28.89014298,-28.76307825,-28.63617744,-28.50944147,-28.38287126,-28.25646772,-28.13023175,-28.00416423,-27.87826605,-27.75253808,-27.62698119,-27.50159623,-27.37638404,-27.25134546,-27.12648132,-27.00179243,-26.87727962,-26.75294367,-26.62878538,-26.50480553,-26.38100491,-26.25738426,-26.13394435,-26.01068593,-25.88760973,-25.76471649,-25.64200692,-25.51948173,-25.39714164,-25.27498733,-25.15301948,-25.03123878,-24.90964589,-24.78824147,-24.66702617,-24.54600064,-24.42516549,-24.30452136,-24.18406886,-24.0638086,-23.94374117,-23.82386717,-23.70418717,-23.58470174,-23.46541145,-23.34631685,-23.22741848,-23.10871689,-22.9902126,-22.87190613,-22.75379799,-22.63588869,-22.51817872,-22.40066856,-22.2833587,-22.1662496,-22.04934172,-21.93263552,-21.81613144,-21.69982992,-21.58373139,-21.46783626,-21.35214494,-21.23665785,-21.12137538,-21.00629791,-20.89142582,-20.77675949,-20.66229927,-20.54804554,-20.43399862,-20.32015887,-20.20652662,-20.09310218,-19.97988588,-19.86687803,-19.75407893,-19.64148887,-19.52910814,-19.41693701,-19.30497577,-19.19322467,-19.08168397,-18.97035392,-18.85923476,-18.74832673,-18.63763005,-18.52714495,-18.41687164,-18.30681032,-18.19696119,-18.08732445,-17.97790029,-17.86868887,-17.75969037,-17.65090495
-41.6717373,-41.53413756,-41.39657784,-41.2590597,-41.1215847,-40.98415442,-40.84677041,-40.70943422,-40.57214741,-40.43491152,-40.2977281,-40.1605987,-40.02352485,-39.88650809,-39.74954994,-39.61265194,-39.4758156,-39.33904244,-39.20233398,-39.06569173,-38.92911719,-38.79261186,-38.65617724,-38.51981482,-38.38352609,-38.24731252,-38.1111756,-37.97511679,-37.83913756,-37.70323937,-37.56742368,-37.43169194,-37.29604558,-37.16048605,-37.02501479,-36.88963321,-36.75434275,-36.61914481,-36.4840408,-36.34903213,-36.21412019,-36.07930638,-35.94459208,-35.80997866,-35.6754675,-35.54105997,-35.40675741,-35.27256118,-35.13847263,-35.00449309,-34.87062389,-34.73686636,-34.60322182,-34.46969156,-34.3362769,-34.20297913,-34.06979954,-33.9367394,-33.80379999,-33.67098258,-33.53828842,-33.40571876,-33.27327485,-33.14095791,-33.00876918,-32.87670988,-32.74478121,-32.61298438,-32.48132059,-32.34979101,-32.21839684,-32.08713924,-31.95601937,-31.82503839,-31.69419745,-31.56349767,-31.4329402,-31.30252616,-31.17225665,-31.04213278,-30.91215564,-30.78232634,-30.65264593,-30.5231155,-30.3937361,-30.2645088,-30.13543462,-30.00651461,-29.8777498,-29.74914121,-29.62068983,-29.49239668,-29.36426275,-29.23628901,-29.10847645,-28.98082603,-28.8533387,-28.72601541,-28.59885711,-28.47186471,-28.34503915,-28.21838133,-28.09189216,-27.96557253,-27.83942332,-27.71344541,-27.58763967,-27.46200696,-27.33654812,-27.211264,-27.08615542,-26.96122321,-26.83646818,-26.71189113,-26.58749286,-26.46327416,-26.33923579,-26.21537854,-26.09170315,-25.96821037,-25.84490096,-25.72177563,-25.59883512,-25.47608013,-25.35351137,-25.23112954,-25.10893532,-24.98692939,-24.86511243,-24.74348508,-24.622048,-24.50080184,-24.37974722,-24.25888477,-24.13821512,-24.01773885,-23.89745658,-23.77736889,-23.65747637,-23.53777957,-23.41827908,-23.29897544,-23.1798692,-23.06096089,-22.94225105,-22.8237402,-22.70542884,-22.58731748,-22.46940661,-22.35169672,-22.2341883,-22.1168818,-21.99977768,-21.88287641,-21.76617842,-21.64968416,-21.53339404,-21.41730849,-21.30142792,-21.18575273,-21.07028331,-20.95502007,-20.83996336,-20.72511357,-20.61047105,-20.49603616,-20.38180926,-20.26779066,-20.15398072,-20.04037975,-19.92698807,-19.81380598,-19.70083379,-19.58807178,-19.47552025,-19.36317947,-19.25104971,-19.13913123,-19.0274243,-18.91592914,-18.80464602,-18.69357515,-18.58271677,-18.47207109,-18.36163832,-18.25141868,-18.14141235,-18.03161952,-17.92204039,-17.81267512,-17.70352388,-17.59458684
-41.66371485,-41.52578503,-41.38789552,-41.25004789,-41.11224372,-40.97448458,-40.83677205,-40.69910768,-40.56149305,-40.42392972,-40.28641923,-40.14896314,-40.01156301,-39.87422037,-39.73693677,-39.59971374,-39.46255282,-39.32545554,-39.18842342,-39.05145798,-38.91456074,-38.77773321,-38.64097689,-38.50429328,-38.36768389,-38.2311502,-38.0946937,-37.95831587,-37.82201819,-37.68580213,-37.54966915,-37.41362071,-37.27765826,-37.14178327,-37.00599715,-36.87030137,-36.73469733,-36.59918648,-36.46377022,-36.32844997,-36.19322714,-36.05810312,-35.92307931,-35.78815709,-35.65333785,-35.51862296,-35.38401378,-35.24951168,-35.115118,-34.9808341,-34.84666131,-34.71260096,-34.57865439,-34.44482289,-34.3111078,-34.17751041,-34.04403201,-33.91067389,-33.77743734,-33.64432362,-33.511334,-33.37846975,-33.2457321,-33.1131223,-32.98064159,-32.84829119,-32.71607231,-32.58398618,-32.45203398,-32.32021693,-32.18853619,-32.05699295,-31.92558838,-31.79432363,-31.66319987,-31.53221823,-31.40137986,-31.27068587,-31.14013739,-31.00973553,-30.87948139,-30.74937606,-30.61942063,-30.48961617,-30.35996375,-30.23046443,-30.10111926,-29.97192928,-29.84289552,-29.71401901,-29.58530076,-29.45674177,-29.32834304,-29.20010556,-29.07203031,-28.94411826,-28.81637037,-28.68878759,-28.56137086,-28.43412112,-28.30703929,-28.18012629,-28.05338303,-27.92681039,-27.80040928,-27.67418057,-27.54812513,-27.42224382,-27.29653749,-27.17100699,-27.04565316,-26.9204768,-26.79547875,-26.67065981,-26.54602078,-26.42156244,-26.29728557,-26.17319094,-26.04927932,-25.92555146,-25.8020081,-25.67864997,-25.55547779,-25.4324923,-25.30969418,-25.18708414,-25.06466287,-24.94243104,-24.82038934,-24.69853841,-24.57687891,-24.45541149,-24.33413677,-24.2130554,-24.09216797,-23.97147511,-23.8509774,-23.73067545,-23.61056983,-23.49066111,-23.37094986,-23.25143663,-23.13212198,-23.01300643,-22.89409052,-22.77537476,-22.65685968,-22.53854577,-22.42043352,-22.30252343,-22.18481597,-22.06731161,-21.9500108,-21.83291402,-21.71602168,-21.59933424,-21.48285212,-21.36657574,-21.25050551,-21.13464182,-21.01898509,-20.90353568,-20.78829399,-20.67326037,-20.55843519,-20.44381881,-20.32941157,-20.21521381,-20.10122585,-19.98744803,-19.87388065,-19.76052403,-19.64737845,-19.53444422,-19.42172161,-19.30921091,-19.19691237,-19.08482626,-18.97295284,-18.86129234,-18.74984501,-18.63861108,-18.52759078,-18.41678431,-18.30619189,-18.19581372,-18.08565,-17.9757009,-17.86596663,-17.75644734,-17.6471432,-17.53805438
-41.65565367,-41.51739219,-41.37917131,-41.24099261,-41.1028577,-40.96476814,-40.82672552,-40.68873142,-40.55078741,-40.41289506,-40.27505595,-40.13727163,-39.99954366,-39.86187361,-39.72426302,-39.58671344,-39.44922641,-39.31180348,-39.17444618,-39.03715604,-38.89993459,-38.76278334,-38.62570382,-38.48869753,-38.35176599,-38.21491069,-38.07813313,-37.94143481,-37.8048172,-37.6682818,-37.53183007,-37.39546348,-37.2591835,-37.12299159,-36.98688919,-36.85087776,-36.71495874,-36.57913355,-36.44340363,-36.30777039,-36.17223526,-36.03679965,-35.90146494,-35.76623255,-35.63110385,-35.49608024,-35.36116308,-35.22635375,-35.0916536,-34.957064,-34.82258628,-34.68822179,-34.55397187,-34.41983783,-34.285821,-34.15192269,-34.01814419,-33.88448682,-33.75095184,-33.61754056,-33.48425423,-33.35109412,-33.2180615,-33.08515761,-32.95238368,-32.81974096,-32.68723067,-32.55485403,-32.42261224,-32.29050651,-32.15853803,-32.02670799,-31.89501755,-31.76346789,-31.63206017,-31.50079553,-31.36967512,-31.23870007,-31.10787151,-30.97719056,-30.84665831,-30.71627588,-30.58604434,-30.45596479,-30.3260383,-30.19626592,-30.06664871,-29.93718773,-29.807884,-29.67873855,-29.54975241,-29.42092659,-29.29226208,-29.16375989,-29.03542098,-28.90724634,-28.77923693,-28.65139371,-28.52371763,-28.39620962,-28.26887061,-28.14170152,-28.01470326,-27.88787674,-27.76122284,-27.63474245,-27.50843645,-27.38230569,-27.25635103,-27.13057333,-27.0049734,-26.8795521,-26.75431022,-26.62924859,-26.504368,-26.37966924,-26.2551531,-26.13082034,-26.00667174,-25.88270804,-25.75893,-25.63533834,-25.51193379,-25.38871708,-25.26568891,-25.14284997,-25.02020097,-24.89774258,-24.77547547,-24.6534003,-24.53151774,-24.40982843,-24.28833299,-24.16703207,-24.04592627,-23.9250162,-23.80430247,-23.68378567,-23.56346638,-23.44334517,-23.32342261,-23.20369925,-23.08417565,-22.96485233,-22.84572983,-22.72680866,-22.60808935,-22.48957239,-22.37125828,-22.2531475,-22.13524054,-22.01753785,-21.90003991,-21.78274716,-21.66566005,-21.54877901,-21.43210447,-21.31563684,-21.19937654,-21.08332397,-20.96747953,-20.85184359,-20.73641653,-20.62119873,-20.50619054,-20.39139232,-20.2768044,-20.16242714,-20.04826086,-19.93430587,-19.82056249,-19.70703103,-19.59371178,-19.48060503,-19.36771107,-19.25503017,-19.14256259,-19.0303086,-18.91826844,-18.80644237,-18.69483061,-18.58343339,-18.47225095,-18.36128348,-18.2505312,-18.13999432,-18.02967301,-17.91956747,-17.80967788,-17.7000044,-17.5905472,-17.48130645
-41.64755348,-41.50895875,-41.37040491,-41.23189357,-41.09342632,-40.95500475,-40.81663047,-40.67830505,-40.5400301,-40.40180718,-40.26363787,-40.12552376,-39.98746641,-39.84946739,-39.71152826,-39.57365058,-39.43583591,-39.29808579,-39.16040178,-39.02278541,-38.88523822,-38.74776174,-38.61035751,-38.47302703,-38.33577184,-38.19859344,-38.06149333,-37.92447302,-37.78753402,-37.65067779,-37.51390584,-37.37721965,-37.24062067,-37.10411039,-36.96769027,-36.83136176,-36.6951263,-36.55898535,-36.42294035,-36.28699271,-36.15114388,-36.01539526,-35.87974826,-35.7442043,-35.60876477,-35.47343106,-35.33820455,-35.20308663,-35.06807866,-34.933182,-34.79839802,-34.66372806,-34.52917346,-34.39473556,-34.26041568,-34.12621514,-33.99213526,-33.85817734,-33.72434267,-33.59063254,-33.45704823,-33.32359102,-33.19026217,-33.05706294,-32.92399457,-32.79105831,-32.65825539,-32.52558703,-32.39305445,-32.26065885,-32.12840145,-31.99628342,-31.86430595,-31.73247021,-31.60077737,-31.46922859,-31.33782502,-31.20656779,-31.07545803,-30.94449687,-30.81368543,-30.6830248,-30.55251608,-30.42216036,-30.29195872,-30.16191223,-30.03202194,-29.90228891,-29.77271418,-29.64329879,-29.51404376,-29.3849501,-29.25601882,-29.12725091,-28.99864738,-28.87020918,-28.74193731,-28.6138327,-28.48589632,-28.35812911,-28.230532,-28.10310591,-27.97585176,-27.84877046,-27.72186289,-27.59512996,-27.46857252,-27.34219146,-27.21598762,-27.08996187,-26.96411504,-26.83844795,-26.71296144,-26.58765632,-26.46253338,-26.33759343,-26.21283724,-26.08826559,-25.96387925,-25.83967897,-25.71566551,-25.5918396,-25.46820196,-25.34475332,-25.22149439,-25.09842587,-24.97554846,-24.85286282,-24.73036965,-24.6080696,-24.48596333,-24.36405148,-24.2423347,-24.12081361,-23.99948882,-23.87836096,-23.75743062,-23.63669839,-23.51616485,-23.39583059,-23.27569616,-23.15576212,-23.03602903,-22.91649741,-22.79716779,-22.67804071,-22.55911666,-22.44039616,-22.3218797,-22.20356776,-22.08546082,-21.96755936,-21.84986382,-21.73237467,-21.61509234,-21.49801728,-21.38114989,-21.26449062,-21.14803985,-21.031798,-20.91576546,-20.79994261,-20.68432982,-20.56892747,-20.45373592,-20.33875551,-20.22398659,-20.1094295,-19.99508456,-19.88095209,-19.76703241,-19.65332581,-19.5398326,-19.42655306,-19.31348747,-19.20063611,-19.08799923,-18.9755771,-18.86336997,-18.75137808,-18.63960166,-18.52804093,-18.41669613,-18.30556746,-18.19465513,-18.08395933,-17.97348025,-17.86321809,-17.75317301,-17.64334518,-17.53373477,-17.42434192
-41.63941401,-41.50048442,-41.36159602,-41.22275043,-41.08394925,-40.94519409,-40.80648655,-40.66782824,-40.52922075,-40.39066567,-40.2521646,-40.11371913,-39.97533082,-39.83700127,-39.69873204,-39.56052471,-39.42238084,-39.284302,-39.14628973,-39.0083456,-38.87047114,-38.73266791,-38.59493744,-38.45728126,-38.3197009,-38.18219788,-38.04477373,-37.90742994,-37.77016804,-37.63298952,-37.49589587,-37.35888859,-37.22196915,-37.08513904,-36.94839973,-36.81175268,-36.67519936,-36.53874122,-36.40237969,-36.26611623,-36.12995227,-35.99388924,-35.85792855,-35.72207162,-35.58631986,-35.45067467,-35.31513744,-35.17970955,-35.0443924,-34.90918734,-34.77409574,-34.63911896,-34.50425836,-34.36951526,-34.23489102,-34.10038695,-33.96600437,-33.8317446,-33.69760894,-33.56359869,-33.42971513,-33.29595955,-33.16233322,-33.0288374,-32.89547335,-32.76224231,-32.62914553,-32.49618424,-32.36335966,-32.230673,-32.09812548,-31.96571828,-31.83345261,-31.70132963,-31.56935052,-31.43751645,-31.30582857,-31.17428803,-31.04289595,-30.91165348,-30.78056173,-30.6496218,-30.51883481,-30.38820185,-30.257724,-30.12740233,-29.99723791,-29.86723179,-29.73738503,-29.60769867,-29.47817372,-29.34881122,-29.21961217,-29.09057758,-28.96170843,-28.83300571,-28.7044704,-28.57610346,-28.44790584,-28.3198785,-28.19202236,-28.06433837,-27.93682742,-27.80949044,-27.68232832,-27.55534195,-27.42853222,-27.30189999,-27.17544613,-27.04917149,-26.92307692,-26.79716324,-26.67143128,-26.54588186,-26.42051578,-26.29533385,-26.17033684,-26.04552553,-25.9209007,-25.79646309,-25.67221347,-25.54815257,-25.42428113,-25.30059985,-25.17710947,-25.05381067,-24.93070416,-24.80779061,-24.68507071,-24.56254512,-24.44021449,-24.31807948,-24.19614072,-24.07439884,-23.95285446,-23.8315082,-23.71036065,-23.5894124,-23.46866405,-23.34811617,-23.22776932,-23.10762405,-22.98768093,-22.86794048,-22.74840323,-22.62906971,-22.50994043,-22.39101589,-22.27229659,-22.15378302,-22.03547564,-21.91737493,-21.79948135,-21.68179535,-21.56431737,-21.44704785,-21.32998721,-21.21313588,-21.09649424,-20.98006272,-20.8638417,-20.74783156,-20.63203268,-20.51644542,-20.40107015,-20.28590721,-20.17095695,-20.0562197,-19.94169578,-19.82738553,-19.71328923,-19.59940721,-19.48573975,-19.37228713,-19.25904964,-19.14602755,-19.03322112,-18.92063061,-18.80825626,-18.69609831,-18.584157,-18.47243255,-18.36092518,-18.2496351,-18.13856252,-18.02770762,-17.91707059,-17.80665162,-17.69645088,-17.58646854,-17.47670476,-17.36715968
-41.63123496,-41.4919689,-41.35274433,-41.21356288,-41.07442616,-40.9353358,-40.79629341,-40.6573006,-40.51835898,-40.37947017,-40.24063575,-40.10185732,-39.96313649,-39.82447483,-39.68587393,-39.54733538,-39.40886076,-39.27045162,-39.13210955,-38.9938361,-38.85563284,-38.71750131,-38.57944307,-38.44145966,-38.30355261,-38.16572347,-38.02797375,-37.89030498,-37.75271868,-37.61521636,-37.47779953,-37.34046967,-37.2032283,-37.06607689,-36.92901693,-36.79204989,-36.65517724,-36.51840045,-36.38172097,-36.24514026,-36.10865974,-35.97228088,-35.83600508,-35.69983378,-35.56376839,-35.42781032,-35.29196098,-35.15622175,-35.02059403,-34.88507921,-34.74967864,-34.61439369,-34.47922574,-34.34417612,-34.20924618,-34.07443726,-33.93975067,-33.80518776,-33.67074981,-33.53643815,-33.40225406,-33.26819884,-33.13427376,-33.00048009,-32.86681911,-32.73329206,-32.59990019,-32.46664474,-32.33352695,-32.20054802,-32.06770918,-31.93501163,-31.80245657,-31.67004518,-31.53777864,-31.40565812,-31.27368479,-31.14185979,-31.01018427,-30.87865936,-30.74728619,-30.61606588,-30.48499952,-30.35408823,-30.22333309,-30.09273518,-29.96229557,-29.83201532,-29.70189549,-29.57193712,-29.44214124,-29.31250889,-29.18304107,-29.05373879,-28.92460305,-28.79563483,-28.66683513,-28.53820489,-28.4097451,-28.28145668,-28.15334059,-28.02539776,-27.89762911,-27.77003555,-27.64261799,-27.51537731,-27.38831441,-27.26143016,-27.13472542,-27.00820105,-26.8818579,-26.7556968,-26.62971858,-26.50392406,-26.37831405,-26.25288934,-26.12765073,-26.00259899,-25.87773491,-25.75305923,-25.62857271,-25.5042761,-25.38017012,-25.2562555,-25.13253295,-25.00900318,-24.88566689,-24.76252475,-24.63957745,-24.51682566,-24.39427003,-24.27191121,-24.14974985,-24.02778656,-23.90602198,-23.78445671,-23.66309137,-23.54192653,-23.42096279,-23.30020072,-23.17964088,-23.05928385,-22.93913015,-22.81918034,-22.69943494,-22.57989447,-22.46055946,-22.34143039,-22.22250776,-22.10379207,-21.98528378,-21.86698337,-21.7488913,-21.63100801,-21.51333395,-21.39586955,-21.27861523,-21.16157143,-21.04473853,-20.92811694,-20.81170705,-20.69550925,-20.5795239,-20.46375138,-20.34819204,-20.23284623,-20.11771429,-20.00279656,-19.88809336,-19.773605,-19.65933179,-19.54527404,-19.43143204,-19.31780608,-19.20439642,-19.09120334,-18.9782271,-18.86546795,-18.75292614,-18.64060191,-18.52849549,-18.41660709,-18.30493695,-18.19348525,-18.08225222,-17.97123803,-17.86044287,-17.74986692,-17.63951036,-17.52937335,-17.41945604,-17.30975859
-41.62301605,-41.48341189,-41.34384952,-41.20433058,-41.06485671,-40.92542953,-40.78605068,-40.64672177,-40.50744442,-40.36822026,-40.22905089,-40.08993793,-39.95088297,-39.81188762,-39.67295348,-39.53408213,-39.39527518,-39.25653419,-39.11786075,-38.97925643,-38.8407228,-38.70226143,-38.56387388,-38.42556169,-38.28732643,-38.14916962,-38.01109282,-37.87309755,-37.73518535,-37.59735772,-37.4596162,-37.32196229,-37.18439748,-37.04692329,-36.9095412,-36.7722527,-36.63505927,-36.49796238,-36.36096349,-36.22406407,-36.08726557,-35.95056944,-35.81397711,-35.67749002,-35.54110959,-35.40483725,-35.2686744,-35.13262244,-34.99668279,-34.86085681,-34.72514591,-34.58955144,-34.45407478,-34.31871729,-34.18348032,-34.04836522,-33.91337331,-33.77850593,-33.6437644,-33.50915003,-33.37466412,-33.24030798,-33.10608288,-32.97199011,-32.83803094,-32.70420662,-32.57051843,-32.43696759,-32.30355536,-32.17028295,-32.03715159,-31.90416249,-31.77131685,-31.63861587,-31.50606073,-31.37365261,-31.24139267,-31.10928207,-30.97732197,-30.8455135,-30.7138578,-30.58235598,-30.45100917,-30.31981846,-30.18878495,-30.05790972,-29.92719386,-29.79663843,-29.66624449,-29.53601308,-29.40594525,-29.27604202,-29.14630442,-29.01673346,-28.88733014,-28.75809545,-28.62903038,-28.50013589,-28.37141296,-28.24286253,-28.11448556,-27.98628298,-27.85825571,-27.73040467,-27.60273077,-27.4752349,-27.34791795,-27.22078081,-27.09382434,-26.96704939,-26.84045682,-26.71404748,-26.58782218,-26.46178175,-26.335927,-26.21025873,-26.08477774,-25.95948481,-25.83438071,-25.7094662,-25.58474205,-25.46020898,-25.33586774,-25.21171906,-25.08776365,-24.96400222,-24.84043545,-24.71706406,-24.5938887,-24.47091005,-24.34812876,-24.2255455,-24.1031609,-23.98097559,-23.85899019,-23.73720531,-23.61562157,-23.49423955,-23.37305984,-23.25208302,-23.13130965,-23.01074029,-22.89037549,-22.77021579,-22.65026171,-22.53051379,-22.41097253,-22.29163843,-22.172512,-22.05359371,-21.93488405,-21.81638348,-21.69809246,-21.58001144,-21.46214086,-21.34448115,-21.22703275,-21.10979606,-20.9927715,-20.87595945,-20.75936032,-20.64297448,-20.5268023,-20.41084416,-20.2951004,-20.17957138,-20.06425743,-19.94915889,-19.83427608,-19.71960931,-19.6051589,-19.49092513,-19.37690831,-19.26310871,-19.14952661,-19.03616228,-18.92301598,-18.81008795,-18.69737845,-18.5848877,-18.47261594,-18.36056339,-18.24873025,-18.13711675,-18.02572307,-17.9145494,-17.80359593,-17.69286284,-17.58235029,-17.47205845,-17.36198747,-17.25213749
